label|source|source_id|source_type|source_url|target_id|target_type
includes|GENCODE|enst00000657954|transcript|https://www.gencodegenes.org/human/|ense00003875467|exon
includes|GENCODE|enst00000657954|transcript|https://www.gencodegenes.org/human/|ense00003883630|exon
includes|GENCODE|enst00000428769|transcript|https://www.gencodegenes.org/human/|ense00001673273|exon
includes|GENCODE|enst00000428769|transcript|https://www.gencodegenes.org/human/|ense00001682897|exon
includes|GENCODE|enst00000656748|transcript|https://www.gencodegenes.org/human/|ense00003863098|exon
includes|GENCODE|enst00000656748|transcript|https://www.gencodegenes.org/human/|ense00003868250|exon
includes|GENCODE|enst00000656748|transcript|https://www.gencodegenes.org/human/|ense00003880241|exon
includes|GENCODE|enst00000449270|transcript|https://www.gencodegenes.org/human/|ense00001736075|exon
includes|GENCODE|enst00000449270|transcript|https://www.gencodegenes.org/human/|ense00001727795|exon
includes|GENCODE|enst00000437504|transcript|https://www.gencodegenes.org/human/|ense00001639435|exon
includes|GENCODE|enst00000437504|transcript|https://www.gencodegenes.org/human/|ense00001755953|exon
includes|GENCODE|enst00000488991|transcript|https://www.gencodegenes.org/human/|ense00001946515|exon
includes|GENCODE|enst00000488991|transcript|https://www.gencodegenes.org/human/|ense00003479326|exon
includes|GENCODE|enst00000488991|transcript|https://www.gencodegenes.org/human/|ense00001882823|exon
includes|GENCODE|enst00000488991|transcript|https://www.gencodegenes.org/human/|ense00003474270|exon
includes|GENCODE|enst00000488991|transcript|https://www.gencodegenes.org/human/|ense00003590148|exon
includes|GENCODE|enst00000488991|transcript|https://www.gencodegenes.org/human/|ense00003473553|exon
includes|GENCODE|enst00000488991|transcript|https://www.gencodegenes.org/human/|ense00003494486|exon
includes|GENCODE|enst00000488991|transcript|https://www.gencodegenes.org/human/|ense00003623880|exon
includes|GENCODE|enst00000488991|transcript|https://www.gencodegenes.org/human/|ense00003674131|exon
includes|GENCODE|enst00000488991|transcript|https://www.gencodegenes.org/human/|ense00003690857|exon
includes|GENCODE|enst00000488991|transcript|https://www.gencodegenes.org/human/|ense00001952776|exon
includes|GENCODE|enst00000655841|transcript|https://www.gencodegenes.org/human/|ense00003878659|exon
includes|GENCODE|enst00000655841|transcript|https://www.gencodegenes.org/human/|ense00003867187|exon
includes|GENCODE|enst00000658520|transcript|https://www.gencodegenes.org/human/|ense00003888198|exon
includes|GENCODE|enst00000658520|transcript|https://www.gencodegenes.org/human/|ense00003883120|exon
